"Iy","Iz"
-1e-09,-0.000116
-1e-09,-0.000116
-1.05e-09,-0.000116
-1.05e-09,-0.000116
-1.05e-09,-0.000116
-1.05e-09,-0.000116
-1.1e-09,-0.000116
-1.1e-09,-0.000116
-1.1e-09,-0.000116
-1.15e-09,-0.000116
-1.15e-09,-0.000116
-1.15e-09,-0.000116
-1.2e-09,-0.000116
-1.2e-09,-0.000116
-1.2e-09,-0.000116
-1.25e-09,-0.000116
-1.25e-09,-0.000116
-1.25e-09,-0.000116
-1.3e-09,-0.000115
-1.3e-09,-0.000116
-1.3e-09,-0.000115
-1.35e-09,-0.000115
-1.35e-09,-0.000115
-1.35e-09,-0.000115
-1.4e-09,-0.000115
-1.4e-09,-0.000115
-1.45e-09,-0.000115
-1.45e-09,-0.000115
-1.45e-09,-0.000115
-1.5e-09,-0.000115
-1.5e-09,-0.000115
-1.55e-09,-0.000115
-1.55e-09,-0.000115
-1.6e-09,-0.000115
-1.6e-09,-0.000115
-1.6e-09,-0.000115
-1.65e-09,-0.000115
-1.65e-09,-0.000115
-1.7e-09,-0.000115
-1.7e-09,-0.000115
-1.75e-09,-0.000115
-1.75e-09,-0.000115
-1.8e-09,-0.000115
-1.8e-09,-0.000115
-1.85e-09,-0.000115
-1.85e-09,-0.000115
-1.9e-09,-0.000114
-1.9e-09,-0.000114
-1.95e-09,-0.000114
-1.95e-09,-0.000114
-2e-09,-0.000114
-2e-09,-0.000114
-2.05e-09,-0.000114
-2.1e-09,-0.000114
-2.1e-09,-0.000114
-2.15e-09,-0.000114
-2.15e-09,-0.000114
-2.2e-09,-0.000114
-2.25e-09,-0.000114
-2.25e-09,-0.000114
-2.3e-09,-0.000114
-2.3e-09,-0.000114
-2.35e-09,-0.000114
-2.4e-09,-0.000114
-2.4e-09,-0.000114
-2.45e-09,-0.000114
-2.5e-09,-0.000114
-2.55e-09,-0.000114
-2.55e-09,-0.000114
-2.6e-09,-0.000114
-2.65e-09,-0.000114
-2.65e-09,-0.000113
-2.7e-09,-0.000113
-2.75e-09,-0.000113
-2.8e-09,-0.000113
-2.8e-09,-0.000113
-2.85e-09,-0.000113
-2.9e-09,-0.000113
-2.95e-09,-0.000113
-3e-09,-0.000113
-3e-09,-0.000113
-3.05e-09,-0.000113
-3.1e-09,-0.000113
-3.15e-09,-0.000113
-3.2e-09,-0.000113
-3.25e-09,-0.000113
-3.3e-09,-0.000113
-3.35e-09,-0.000113
-3.4e-09,-0.000113
-3.4e-09,-0.000113
-3.45e-09,-0.000113
-3.5e-09,-0.000113
-3.55e-09,-0.000113
-3.6e-09,-0.000112
-3.65e-09,-0.000112
-3.7e-09,-0.000112
-3.75e-09,-0.000112
-3.8e-09,-0.000112
-3.9e-09,-0.000112
-3.95e-09,-0.000112
-4e-09,-0.000112
-4.05e-09,-0.000112
-4.1e-09,-0.000112
-4.15e-09,-0.000112
-4.2e-09,-0.000112
-4.25e-09,-0.000112
-4.35e-09,-0.000112
-4.4e-09,-0.000112
-4.45e-09,-0.000111
-4.5e-09,-0.000111
-4.6e-09,-0.000111
-4.65e-09,-0.000111
-4.7e-09,-0.000111
-4.75e-09,-0.000111
-4.85e-09,-0.000111
-4.9e-09,-0.000111
-4.95e-09,-0.000111
-5.05e-09,-0.000111
-5.1e-09,-0.000111
-5.2e-09,-0.000111
-5.25e-09,-0.000111
-5.35e-09,-0.00011
-5.4e-09,-0.00011
-5.5e-09,-0.00011
-5.55e-09,-0.00011
-5.65e-09,-0.00011
-5.7e-09,-0.00011
-5.8e-09,-0.00011
-5.85e-09,-0.00011
-5.95e-09,-0.00011
-6.05e-09,-0.00011
