"Iy","Iz"
1e-08,-1.47e-08
1.015e-08,-1.5e-08
1.03e-08,-1.5e-08
1.04e-08,-1.49e-08
1.055e-08,-1.49e-08
1.07e-08,-1.49e-08
1.085e-08,-1.48e-08
1.1e-08,-1.5e-08
1.115e-08,-1.48e-08
1.135e-08,-1.51e-08
1.15e-08,-1.49e-08
1.165e-08,-1.51e-08
1.18e-08,-1.49e-08
1.195e-08,-1.48e-08
1.215e-08,-1.49e-08
1.23e-08,-1.49e-08
1.25e-08,-1.51e-08
1.265e-08,-1.49e-08
1.285e-08,-1.49e-08
1.3e-08,-1.51e-08
1.32e-08,-1.49e-08
1.335e-08,-1.47e-08
1.355e-08,-1.51e-08
1.375e-08,-1.5e-08
1.395e-08,-1.49e-08
1.415e-08,-1.5e-08
1.435e-08,-1.49e-08
1.455e-08,-1.51e-08
1.475e-08,-1.49e-08
1.495e-08,-1.51e-08
1.515e-08,-1.51e-08
1.535e-08,-1.49e-08
1.555e-08,-1.48e-08
1.58e-08,-1.49e-08
1.6e-08,-1.5e-08
1.625e-08,-1.49e-08
1.645e-08,-1.51e-08
1.67e-08,-1.47e-08
1.69e-08,-1.49e-08
1.715e-08,-1.48e-08
1.74e-08,-1.48e-08
1.765e-08,-1.51e-08
1.79e-08,-1.49e-08
1.81e-08,-1.48e-08
1.84e-08,-1.52e-08
1.865e-08,-1.47e-08
1.89e-08,-1.5e-08
1.915e-08,-1.47e-08
1.94e-08,-1.49e-08
1.97e-08,-1.5e-08
1.995e-08,-1.48e-08
2.025e-08,-1.48e-08
2.055e-08,-1.5e-08
2.08e-08,-1.48e-08
2.11e-08,-1.51e-08
2.14e-08,-1.47e-08
2.17e-08,-1.5e-08
2.2e-08,-1.49e-08
2.23e-08,-1.51e-08
2.26e-08,-1.48e-08
2.295e-08,-1.5e-08
2.325e-08,-1.5e-08
2.355e-08,-1.49e-08
2.39e-08,-1.52e-08
2.425e-08,-1.5e-08
2.455e-08,-1.48e-08
2.49e-08,-1.5e-08
2.525e-08,-1.49e-08
2.56e-08,-1.49e-08
2.595e-08,-1.52e-08
2.635e-08,-1.49e-08
2.67e-08,-1.51e-08
2.705e-08,-1.49e-08
2.745e-08,-1.47e-08
2.785e-08,-1.51e-08
2.82e-08,-1.49e-08
2.86e-08,-1.5e-08
2.9e-08,-1.51e-08
2.94e-08,-1.49e-08
2.98e-08,-1.51e-08
3.025e-08,-1.52e-08
3.065e-08,-1.53e-08
3.11e-08,-1.52e-08
3.15e-08,-1.48e-08
3.195e-08,-1.51e-08
