"Iy","Iz"
-1e-09,-3.22e-05
-1e-09,-3.22e-05
-1.05e-09,-3.22e-05
-1.05e-09,-3.22e-05
-1.05e-09,-3.22e-05
-1.05e-09,-3.22e-05
-1.1e-09,-3.22e-05
-1.1e-09,-3.22e-05
-1.1e-09,-3.22e-05
-1.15e-09,-3.22e-05
-1.15e-09,-3.22e-05
-1.15e-09,-3.22e-05
-1.2e-09,-3.22e-05
-1.2e-09,-3.22e-05
-1.2e-09,-3.22e-05
-1.25e-09,-3.22e-05
-1.25e-09,-3.22e-05
-1.25e-09,-3.22e-05
-1.3e-09,-3.22e-05
-1.3e-09,-3.22e-05
-1.3e-09,-3.22e-05
-1.35e-09,-3.22e-05
-1.35e-09,-3.22e-05
-1.35e-09,-3.22e-05
-1.4e-09,-3.22e-05
-1.4e-09,-3.22e-05
-1.45e-09,-3.22e-05
-1.45e-09,-3.22e-05
-1.45e-09,-3.22e-05
-1.5e-09,-3.22e-05
-1.5e-09,-3.22e-05
-1.55e-09,-3.22e-05
-1.55e-09,-3.22e-05
-1.6e-09,-3.22e-05
-1.6e-09,-3.22e-05
-1.6e-09,-3.22e-05
-1.65e-09,-3.22e-05
-1.65e-09,-3.22e-05
-1.7e-09,-3.22e-05
-1.7e-09,-3.22e-05
-1.75e-09,-3.22e-05
-1.75e-09,-3.22e-05
-1.8e-09,-3.22e-05
-1.8e-09,-3.22e-05
-1.85e-09,-3.22e-05
-1.85e-09,-3.22e-05
-1.9e-09,-3.22e-05
-1.9e-09,-3.22e-05
-1.95e-09,-3.22e-05
-1.95e-09,-3.22e-05
-2e-09,-3.22e-05
-2e-09,-3.22e-05
-2.05e-09,-3.22e-05
-2.1e-09,-3.22e-05
-2.1e-09,-3.22e-05
-2.15e-09,-3.22e-05
-2.15e-09,-3.22e-05
-2.2e-09,-3.22e-05
-2.25e-09,-3.22e-05
-2.25e-09,-3.22e-05
-2.3e-09,-3.22e-05
-2.3e-09,-3.22e-05
-2.35e-09,-3.22e-05
-2.4e-09,-3.22e-05
-2.4e-09,-3.22e-05
-2.45e-09,-3.22e-05
