"Vbe","Ib","Ie"
0.0,-1.56e-07,-5.86e-08
0.00500500500501,-1.406e-07,-4.25e-08
0.01001001001,-1.344e-07,-3.59e-08
0.015015015015,-1.306e-07,-3.16e-08
0.02002002002,-1.277e-07,-2.87e-08
0.025025025025,-1.255e-07,-2.68e-08
0.03003003003,-1.24e-07,-2.48e-08
0.035035035035,-1.223e-07,-2.38e-08
0.04004004004,-1.211e-07,-2.28e-08
0.045045045045,-1.204e-07,-2.22e-08
0.0500500500501,-1.195e-07,-2.14e-08
0.0550550550551,-1.186e-07,-2.05e-08
0.0600600600601,-1.179e-07,-2.03e-08
0.0650650650651,-1.169e-07,-1.97e-08
0.0700700700701,-1.164e-07,-1.92e-08
0.0750750750751,-1.157e-07,-1.9e-08
0.0800800800801,-1.15e-07,-1.85e-08
0.0850850850851,-1.147e-07,-1.84e-08
0.0900900900901,-1.142e-07,-1.81e-08
0.0950950950951,-1.135e-07,-1.81e-08
0.1001001001,-1.13e-07,-1.75e-08
0.105105105105,-1.128e-07,-1.76e-08
0.11011011011,-1.124e-07,-1.72e-08
0.115115115115,-1.119e-07,-1.72e-08
0.12012012012,-1.116e-07,-1.72e-08
0.125125125125,-1.112e-07,-1.7e-08
0.13013013013,-1.111e-07,-1.66e-08
0.135135135135,-1.107e-07,-1.68e-08
0.14014014014,-1.101e-07,-1.66e-08
0.145145145145,-1.1e-07,-1.64e-08
0.15015015015,-1.097e-07,-1.66e-08
0.155155155155,-1.091e-07,-1.65e-08
0.16016016016,-1.088e-07,-1.62e-08
0.165165165165,-1.088e-07,-1.61e-08
0.17017017017,-1.081e-07,-1.62e-08
0.175175175175,-1.078e-07,-1.64e-08
0.18018018018,-1.076e-07,-1.64e-08
0.185185185185,-1.07e-07,-1.65e-08
0.19019019019,-1.072e-07,-1.63e-08
0.195195195195,-1.069e-07,-1.64e-08
0.2002002002,-1.068e-07,-1.66e-08
0.205205205205,-1.063e-07,-1.68e-08
0.21021021021,-1.057e-07,-1.7e-08
0.215215215215,-1.058e-07,-1.71e-08
0.22022022022,-1.053e-07,-1.75e-08
0.225225225225,-1.051e-07,-1.78e-08
0.23023023023,-1.054e-07,-1.83e-08
0.235235235235,-1.05e-07,-1.87e-08
0.24024024024,-1.044e-07,-1.94e-08
0.245245245245,-1.044e-07,-2.02e-08
0.25025025025,-1.035e-07,-2.11e-08
0.255255255255,-1.037e-07,-2.28e-08
0.26026026026,-1.035e-07,-2.44e-08
0.265265265265,-1.034e-07,-2.59e-08
0.27027027027,-1.035e-07,-2.82e-08
0.275275275275,-1.031e-07,-3.12e-08
0.28028028028,-1.033e-07,-3.45e-08
0.285285285285,-1.027e-07,-3.83e-08
0.29029029029,-1.023e-07,-4.3e-08
0.295295295295,-1.024e-07,-4.86e-08
0.3003003003,-1.023e-07,-5.55e-08
0.305305305305,-1.019e-07,-6.36e-08
0.31031031031,-1.017e-07,-7.35e-08
0.315315315315,-1.015e-07,-8.56e-08
0.32032032032,-1.016e-07,-1.001e-07
0.325325325325,-1.014e-07,-1.182e-07
0.33033033033,-1.013e-07,-1.395e-07
0.335335335335,-1.012e-07,-1.65e-07
0.34034034034,-1.007e-07,-1.961e-07
0.345345345345,-1.004e-07,-2.42e-07
0.35035035035,-1.004e-07,-2.89e-07
0.355355355355,-1.001e-07,-3.46e-07
0.36036036036,-9.97e-08,-4.16e-07
0.365365365365,-9.95e-08,-4.98e-07
0.37037037037,-9.93e-08,-5.99e-07
0.375375375375,-9.89e-08,-7.2e-07
0.38038038038,-9.86e-08,-8.69e-07
0.385385385385,-9.86e-08,-1.048e-06
0.39039039039,-9.75e-08,-1.258e-06
0.395395395395,-9.72e-08,-1.51e-06
0.4004004004,-9.67e-08,-1.812e-06
0.405405405405,-9.77e-08,-2.24e-06
0.41041041041,-9.61e-08,-2.69e-06
0.415415415415,-9.54e-08,-3.23e-06
0.42042042042,-9.46e-08,-3.9e-06
0.425425425425,-9.41e-08,-4.69e-06
0.43043043043,-9.28e-08,-5.65e-06
0.435435435435,-9.13e-08,-6.8e-06
0.44044044044,-9.03e-08,-8.2e-06
0.445445445445,-8.85e-08,-9.86e-06
0.45045045045,-8.61e-08,-1.193e-05
0.455455455455,-8.49e-08,-1.44e-05
0.46046046046,-8.18e-08,-1.741e-05
0.465465465465,-7.8e-08,-2.18e-05
0.47047047047,-7.46e-08,-2.63e-05
0.475475475475,-6.9e-08,-3.19e-05
0.48048048048,-6.29e-08,-3.86e-05
0.485485485485,-5.47e-08,-4.67e-05
0.49049049049,-4.65e-08,-5.64e-05
0.495495495495,-3.62e-08,-6.82e-05
0.500500500501,-2.38e-08,-8.25e-05
0.505505505506,-7.8e-09,-9.97e-05
0.510510510511,9.9e-09,-0.0001203
0.515515515516,3.23e-08,-0.0001452
0.520520520521,5.79e-08,-0.0001743
0.525525525526,9.42e-08,-0.000212
0.530530530531,1.319e-07,-0.000254
0.535535535536,1.789e-07,-0.000305
0.540540540541,2.42e-07,-0.000378
0.545545545546,3.13e-07,-0.000456
0.550550550551,3.98e-07,-0.000551
0.555555555556,5.02e-07,-0.000664
0.560560560561,6.25e-07,-0.000801
0.565565565566,7.76e-07,-0.000964
0.570570570571,9.55e-07,-0.001159
0.575575575576,1.169e-06,-0.001394
0.580580580581,1.429e-06,-0.001675
0.585585585586,1.78e-06,-0.00204
0.590590590591,2.21e-06,-0.00253
0.595595595596,2.69e-06,-0.00305
0.600600600601,3.27e-06,-0.00368
0.605605605606,3.98e-06,-0.00443
0.610610610611,4.81e-06,-0.00533
0.615615615616,5.81e-06,-0.00641
0.620620620621,7e-06,-0.00766
0.625625625626,8.4e-06,-0.00915
0.630630630631,1.008e-05,-0.01092
0.635635635636,1.206e-05,-0.013
0.640640640641,1.437e-05,-0.0154
0.645645645646,1.702e-05,-0.01814
0.650650650651,2.003e-05,-0.02034
0.655655655656,2.36e-05,-0.02034
0.660660660661,2.6e-05,-0.02034
0.665665665666,2.61e-05,-0.02034
0.670670670671,2.61e-05,-0.02034
0.675675675676,2.61e-05,-0.02034
0.680680680681,2.61e-05,-0.02034
0.685685685686,2.6e-05,-0.02034
0.690690690691,2.6e-05,-0.02034
0.695695695696,2.6e-05,-0.02034
0.700700700701,2.6e-05,-0.02034
0.705705705706,2.6e-05,-0.02034
0.710710710711,2.6e-05,-0.02034
0.715715715716,2.6e-05,-0.02034
0.720720720721,2.6e-05,-0.02034
0.725725725726,2.61e-05,-0.02034
0.730730730731,2.61e-05,-0.02034
0.735735735736,2.61e-05,-0.02034
0.740740740741,2.61e-05,-0.02034
0.745745745746,2.61e-05,-0.02034
0.750750750751,2.61e-05,-0.02034
0.755755755756,2.61e-05,-0.02034
0.760760760761,2.61e-05,-0.02034
0.765765765766,2.61e-05,-0.02034
0.770770770771,2.61e-05,-0.02034
0.775775775776,2.61e-05,-0.02034
0.780780780781,2.61e-05,-0.02034
0.785785785786,2.61e-05,-0.02034
0.790790790791,2.62e-05,-0.02034
0.795795795796,2.62e-05,-0.02034
0.800800800801,2.62e-05,-0.02034
0.805805805806,2.62e-05,-0.02034
0.810810810811,2.62e-05,-0.02034
0.815815815816,2.62e-05,-0.02034
0.820820820821,2.62e-05,-0.02034
0.825825825826,2.62e-05,-0.02034
0.830830830831,2.62e-05,-0.02034
0.835835835836,2.62e-05,-0.02034
0.840840840841,2.63e-05,-0.02034
0.845845845846,2.63e-05,-0.02034
0.850850850851,2.63e-05,-0.02034
0.855855855856,2.63e-05,-0.02034
0.860860860861,2.63e-05,-0.02034
0.865865865866,2.63e-05,-0.02034
0.870870870871,2.63e-05,-0.02034
0.875875875876,2.64e-05,-0.02034
0.880880880881,2.64e-05,-0.02034
0.885885885886,2.64e-05,-0.02034
0.890890890891,2.64e-05,-0.02034
0.895895895896,2.64e-05,-0.02034
0.900900900901,2.64e-05,-0.02034
0.905905905906,2.64e-05,-0.02034
0.910910910911,2.65e-05,-0.02034
0.915915915916,2.65e-05,-0.02034
0.920920920921,2.65e-05,-0.02034
0.925925925926,2.65e-05,-0.02034
0.930930930931,2.65e-05,-0.02034
0.935935935936,2.65e-05,-0.02034
0.940940940941,2.65e-05,-0.02034
0.945945945946,2.66e-05,-0.02034
0.950950950951,2.66e-05,-0.02034
0.955955955956,2.66e-05,-0.02034
0.960960960961,2.66e-05,-0.02034
0.965965965966,2.66e-05,-0.02034
0.970970970971,2.66e-05,-0.02034
0.975975975976,2.66e-05,-0.02034
0.980980980981,2.67e-05,-0.02034
0.985985985986,2.67e-05,-0.02034
0.990990990991,2.67e-05,-0.02034
0.995995995996,2.67e-05,-0.02034
1.001001001,2.67e-05,-0.02034
1.00600600601,2.67e-05,-0.02034
1.01101101101,2.68e-05,-0.02034
1.01601601602,2.68e-05,-0.02034
1.02102102102,2.68e-05,-0.02034
1.02602602603,2.68e-05,-0.02034
1.03103103103,2.68e-05,-0.02034
1.03603603604,2.68e-05,-0.02034
1.04104104104,2.69e-05,-0.02034
1.04604604605,2.69e-05,-0.02034
1.05105105105,2.69e-05,-0.02034
1.05605605606,2.69e-05,-0.02034
1.06106106106,2.69e-05,-0.02034
1.06606606607,2.69e-05,-0.02034
1.07107107107,2.7e-05,-0.02034
1.07607607608,2.7e-05,-0.02034
1.08108108108,2.7e-05,-0.02034
1.08608608609,2.7e-05,-0.02034
1.09109109109,2.7e-05,-0.02034
1.0960960961,2.7e-05,-0.02034
1.1011011011,2.7e-05,-0.02034
1.10610610611,2.71e-05,-0.02034
1.11111111111,2.71e-05,-0.02034
1.11611611612,2.71e-05,-0.02034
1.12112112112,2.71e-05,-0.02034
1.12612612613,2.71e-05,-0.02034
1.13113113113,2.72e-05,-0.02034
1.13613613614,2.72e-05,-0.02034
1.14114114114,2.72e-05,-0.02034
1.14614614615,2.72e-05,-0.02034
1.15115115115,2.72e-05,-0.02034
1.15615615616,2.72e-05,-0.02034
1.16116116116,2.73e-05,-0.02034
1.16616616617,2.73e-05,-0.02034
1.17117117117,2.73e-05,-0.02034
1.17617617618,2.73e-05,-0.02034
1.18118118118,2.73e-05,-0.02034
1.18618618619,2.73e-05,-0.02034
1.19119119119,2.74e-05,-0.02034
1.1961961962,2.74e-05,-0.02034
1.2012012012,2.74e-05,-0.02034
1.20620620621,2.74e-05,-0.02034
1.21121121121,2.74e-05,-0.02034
1.21621621622,2.74e-05,-0.02034
1.22122122122,2.75e-05,-0.02034
1.22622622623,2.75e-05,-0.02034
1.23123123123,2.75e-05,-0.02034
1.23623623624,2.75e-05,-0.02034
1.24124124124,2.75e-05,-0.02034
1.24624624625,2.76e-05,-0.02034
1.25125125125,2.76e-05,-0.02034
1.25625625626,2.76e-05,-0.02034
1.26126126126,2.76e-05,-0.02034
1.26626626627,2.76e-05,-0.02034
1.27127127127,2.77e-05,-0.02034
1.27627627628,2.77e-05,-0.02034
1.28128128128,2.77e-05,-0.02034
1.28628628629,2.77e-05,-0.02034
1.29129129129,2.77e-05,-0.02034
1.2962962963,2.77e-05,-0.02034
1.3013013013,2.78e-05,-0.02034
1.30630630631,2.78e-05,-0.02034
1.31131131131,2.78e-05,-0.02034
1.31631631632,2.78e-05,-0.02034
1.32132132132,2.78e-05,-0.02034
1.32632632633,2.78e-05,-0.02034
1.33133133133,2.79e-05,-0.02034
1.33633633634,2.79e-05,-0.02034
1.34134134134,2.79e-05,-0.02034
1.34634634635,2.79e-05,-0.02034
1.35135135135,2.79e-05,-0.02034
1.35635635636,2.8e-05,-0.02034
1.36136136136,2.8e-05,-0.02034
1.36636636637,2.8e-05,-0.02034
1.37137137137,2.8e-05,-0.02034
1.37637637638,2.8e-05,-0.02034
1.38138138138,2.81e-05,-0.02034
1.38638638639,2.81e-05,-0.02034
1.39139139139,2.81e-05,-0.02034
1.3963963964,2.81e-05,-0.02034
1.4014014014,2.81e-05,-0.02034
1.40640640641,2.81e-05,-0.02034
1.41141141141,2.82e-05,-0.02034
1.41641641642,2.82e-05,-0.02034
1.42142142142,2.82e-05,-0.02034
1.42642642643,2.82e-05,-0.02034
1.43143143143,2.82e-05,-0.02034
1.43643643644,2.82e-05,-0.02034
1.44144144144,2.83e-05,-0.02034
1.44644644645,2.83e-05,-0.02034
1.45145145145,2.83e-05,-0.02034
1.45645645646,2.83e-05,-0.02034
1.46146146146,2.83e-05,-0.02034
1.46646646647,2.84e-05,-0.02034
1.47147147147,2.84e-05,-0.02034
1.47647647648,2.84e-05,-0.02034
1.48148148148,2.84e-05,-0.02034
1.48648648649,2.84e-05,-0.02034
1.49149149149,2.85e-05,-0.02034
1.4964964965,2.85e-05,-0.02034
1.5015015015,2.85e-05,-0.02034
1.50650650651,2.85e-05,-0.02034
1.51151151151,2.85e-05,-0.02034
1.51651651652,2.85e-05,-0.02034
1.52152152152,2.86e-05,-0.02034
1.52652652653,2.86e-05,-0.02034
1.53153153153,2.86e-05,-0.02034
1.53653653654,2.86e-05,-0.02034
1.54154154154,2.86e-05,-0.02034
1.54654654655,2.87e-05,-0.02034
1.55155155155,2.87e-05,-0.02034
1.55655655656,2.87e-05,-0.02034
1.56156156156,2.87e-05,-0.02034
1.56656656657,2.88e-05,-0.02034
1.57157157157,2.88e-05,-0.02034
1.57657657658,2.88e-05,-0.02034
1.58158158158,2.88e-05,-0.02034
1.58658658659,2.88e-05,-0.02034
1.59159159159,2.88e-05,-0.02034
1.5965965966,2.89e-05,-0.02034
1.6016016016,2.89e-05,-0.02034
1.60660660661,2.89e-05,-0.02034
1.61161161161,2.89e-05,-0.02034
1.61661661662,2.9e-05,-0.02034
1.62162162162,2.9e-05,-0.02034
1.62662662663,2.9e-05,-0.02034
1.63163163163,2.9e-05,-0.02034
1.63663663664,2.9e-05,-0.02034
1.64164164164,2.9e-05,-0.02034
1.64664664665,2.91e-05,-0.02034
1.65165165165,2.91e-05,-0.02034
1.65665665666,2.91e-05,-0.02034
1.66166166166,2.91e-05,-0.02034
1.66666666667,2.91e-05,-0.02034
1.67167167167,2.92e-05,-0.02034
1.67667667668,2.92e-05,-0.02034
1.68168168168,2.92e-05,-0.02034
1.68668668669,2.92e-05,-0.02034
1.69169169169,2.92e-05,-0.02034
1.6966966967,2.93e-05,-0.02034
1.7017017017,2.93e-05,-0.02034
1.70670670671,2.93e-05,-0.02034
1.71171171171,2.93e-05,-0.02034
1.71671671672,2.93e-05,-0.02034
1.72172172172,2.94e-05,-0.02034
1.72672672673,2.94e-05,-0.02034
1.73173173173,2.94e-05,-0.02034
1.73673673674,2.94e-05,-0.02034
1.74174174174,2.94e-05,-0.02034
1.74674674675,2.94e-05,-0.02034
1.75175175175,2.95e-05,-0.02034
1.75675675676,2.95e-05,-0.02034
1.76176176176,2.95e-05,-0.02034
1.76676676677,2.95e-05,-0.02034
1.77177177177,2.96e-05,-0.02034
1.77677677678,2.96e-05,-0.02034
1.78178178178,2.96e-05,-0.02034
1.78678678679,2.96e-05,-0.02034
1.79179179179,2.96e-05,-0.02034
1.7967967968,2.96e-05,-0.02034
1.8018018018,2.97e-05,-0.02034
1.80680680681,2.97e-05,-0.02034
1.81181181181,2.97e-05,-0.02034
1.81681681682,2.97e-05,-0.02034
1.82182182182,2.97e-05,-0.02034
1.82682682683,2.98e-05,-0.02034
1.83183183183,2.98e-05,-0.02034
1.83683683684,2.98e-05,-0.02034
1.84184184184,2.98e-05,-0.02034
1.84684684685,2.98e-05,-0.02034
1.85185185185,2.99e-05,-0.02034
1.85685685686,2.99e-05,-0.02034
1.86186186186,2.99e-05,-0.02034
1.86686686687,2.99e-05,-0.02034
1.87187187187,2.99e-05,-0.02034
1.87687687688,3e-05,-0.02034
1.88188188188,3e-05,-0.02034
1.88688688689,3e-05,-0.02034
1.89189189189,3e-05,-0.02034
1.8968968969,3e-05,-0.02034
1.9019019019,3.01e-05,-0.02034
1.90690690691,3.01e-05,-0.02034
1.91191191191,3.01e-05,-0.02034
1.91691691692,3.01e-05,-0.02034
1.92192192192,3.01e-05,-0.02034
1.92692692693,3.02e-05,-0.02034
1.93193193193,3.02e-05,-0.02034
1.93693693694,3.02e-05,-0.02034
1.94194194194,3.02e-05,-0.02034
1.94694694695,3.02e-05,-0.02034
1.95195195195,3.02e-05,-0.02034
1.95695695696,3.03e-05,-0.02034
1.96196196196,3.03e-05,-0.02034
1.96696696697,3.03e-05,-0.02034
1.97197197197,3.03e-05,-0.02034
1.97697697698,3.04e-05,-0.02034
1.98198198198,3.04e-05,-0.02034
1.98698698699,3.04e-05,-0.02034
1.99199199199,3.04e-05,-0.02034
1.996996997,3.04e-05,-0.02034
2.002002002,3.05e-05,-0.02034
2.00700700701,3.05e-05,-0.02034
2.01201201201,3.05e-05,-0.02034
2.01701701702,3.05e-05,-0.02034
2.02202202202,3.05e-05,-0.02034
2.02702702703,3.06e-05,-0.02034
2.03203203203,3.06e-05,-0.02034
2.03703703704,3.06e-05,-0.02034
2.04204204204,3.06e-05,-0.02034
2.04704704705,3.06e-05,-0.02034
2.05205205205,3.07e-05,-0.02034
2.05705705706,3.07e-05,-0.02034
2.06206206206,3.07e-05,-0.02034
2.06706706707,3.07e-05,-0.02034
2.07207207207,3.07e-05,-0.02034
2.07707707708,3.08e-05,-0.02034
2.08208208208,3.08e-05,-0.02034
2.08708708709,3.08e-05,-0.02034
2.09209209209,3.08e-05,-0.02034
2.0970970971,3.08e-05,-0.02034
2.1021021021,3.09e-05,-0.02034
2.10710710711,3.09e-05,-0.02034
2.11211211211,3.09e-05,-0.02034
2.11711711712,3.09e-05,-0.02034
2.12212212212,3.1e-05,-0.02034
2.12712712713,3.1e-05,-0.02034
2.13213213213,3.1e-05,-0.02034
2.13713713714,3.1e-05,-0.02034
2.14214214214,3.1e-05,-0.02034
2.14714714715,3.1e-05,-0.02034
2.15215215215,3.11e-05,-0.02034
2.15715715716,3.11e-05,-0.02034
2.16216216216,3.11e-05,-0.02034
2.16716716717,3.11e-05,-0.02034
2.17217217217,3.12e-05,-0.02034
2.17717717718,3.12e-05,-0.02034
2.18218218218,3.12e-05,-0.02034
2.18718718719,3.12e-05,-0.02034
2.19219219219,3.12e-05,-0.02034
2.1971971972,3.12e-05,-0.02034
2.2022022022,3.13e-05,-0.02034
2.20720720721,3.13e-05,-0.02034
2.21221221221,3.13e-05,-0.02034
2.21721721722,3.13e-05,-0.02034
2.22222222222,3.14e-05,-0.02034
2.22722722723,3.14e-05,-0.02034
2.23223223223,3.14e-05,-0.02034
2.23723723724,3.14e-05,-0.02034
2.24224224224,3.14e-05,-0.02034
2.24724724725,3.14e-05,-0.02034
2.25225225225,3.15e-05,-0.02034
2.25725725726,3.15e-05,-0.02034
2.26226226226,3.15e-05,-0.02034
2.26726726727,3.15e-05,-0.02034
2.27227227227,3.15e-05,-0.02034
2.27727727728,3.16e-05,-0.02034
2.28228228228,3.16e-05,-0.02034
2.28728728729,3.16e-05,-0.02034
2.29229229229,3.16e-05,-0.02034
2.2972972973,3.17e-05,-0.02034
2.3023023023,3.17e-05,-0.02034
2.30730730731,3.17e-05,-0.02034
2.31231231231,3.17e-05,-0.02034
2.31731731732,3.17e-05,-0.02034
2.32232232232,3.17e-05,-0.02034
2.32732732733,3.18e-05,-0.02034
2.33233233233,3.18e-05,-0.02034
2.33733733734,3.18e-05,-0.02034
2.34234234234,3.18e-05,-0.02034
2.34734734735,3.18e-05,-0.02034
2.35235235235,3.19e-05,-0.02034
2.35735735736,3.19e-05,-0.02034
2.36236236236,3.19e-05,-0.02034
2.36736736737,3.19e-05,-0.02034
2.37237237237,3.2e-05,-0.02034
2.37737737738,3.2e-05,-0.02034
2.38238238238,3.2e-05,-0.02034
2.38738738739,3.2e-05,-0.02034
2.39239239239,3.2e-05,-0.02034
