"Vbe","Ib","Ie"
0.0,-4e-07,-5.12e-08
0.00500500500501,-3.73e-07,-5.15e-08
0.01001001001,-3.67e-07,-5.18e-08
0.015015015015,-3.64e-07,-5.18e-08
0.02002002002,-3.61e-07,-5.2e-08
0.025025025025,-3.6e-07,-5.22e-08
0.03003003003,-3.58e-07,-5.22e-08
0.035035035035,-3.56e-07,-5.24e-08
0.04004004004,-3.55e-07,-5.28e-08
0.045045045045,-3.54e-07,-5.29e-08
0.0500500500501,-3.53e-07,-5.28e-08
0.0550550550551,-3.52e-07,-5.28e-08
0.0600600600601,-3.51e-07,-5.28e-08
0.0650650650651,-3.5e-07,-5.32e-08
0.0700700700701,-3.49e-07,-5.34e-08
0.0750750750751,-3.48e-07,-5.32e-08
0.0800800800801,-3.48e-07,-5.34e-08
0.0850850850851,-3.47e-07,-5.35e-08
0.0900900900901,-3.47e-07,-5.37e-08
0.0950950950951,-3.46e-07,-5.36e-08
0.1001001001,-3.45e-07,-5.39e-08
0.105105105105,-3.44e-07,-5.42e-08
0.11011011011,-3.43e-07,-5.42e-08
0.115115115115,-3.42e-07,-5.43e-08
0.12012012012,-3.42e-07,-5.45e-08
0.125125125125,-3.41e-07,-5.48e-08
0.13013013013,-3.4e-07,-5.45e-08
0.135135135135,-3.39e-07,-5.49e-08
0.14014014014,-3.39e-07,-5.49e-08
0.145145145145,-3.39e-07,-5.48e-08
0.15015015015,-3.38e-07,-5.49e-08
0.155155155155,-3.37e-07,-5.55e-08
0.16016016016,-3.37e-07,-5.54e-08
0.165165165165,-3.36e-07,-5.56e-08
0.17017017017,-3.36e-07,-5.58e-08
0.175175175175,-3.35e-07,-5.59e-08
0.18018018018,-3.34e-07,-5.94e-08
0.185185185185,-3.34e-07,-5.6e-08
0.19019019019,-3.33e-07,-5.62e-08
0.195195195195,-3.31e-07,-5.64e-08
0.2002002002,-3.31e-07,-5.67e-08
0.205205205205,-3.29e-07,-5.64e-08
0.21021021021,-3.29e-07,-5.69e-08
0.215215215215,-3.28e-07,-5.7e-08
0.22022022022,-3.27e-07,-5.76e-08
0.225225225225,-3.27e-07,-5.83e-08
0.23023023023,-3.26e-07,-5.88e-08
0.235235235235,-3.26e-07,-5.93e-08
0.24024024024,-3.25e-07,-6.04e-08
0.245245245245,-3.24e-07,-6.11e-08
0.25025025025,-3.22e-07,-6.23e-08
0.255255255255,-3.23e-07,-6.4e-08
0.26026026026,-3.21e-07,-6.56e-08
