"Ix","Iz"
0.0002155,-2.041e-07
0.0002185,-2.041e-07
0.0002215,-2.041e-07
0.0002245,-2.041e-07
0.0002275,-2.041e-07
0.000231,-2.041e-07
0.000234,-2.041e-07
0.0002375,-2.041e-07
0.0002405,-2.041e-07
0.000244,-2.041e-07
0.0002475,-2.041e-07
0.000251,-2.041e-07
0.0002545,-2.041e-07
0.000258,-2.041e-07
0.0002615,-2.041e-07
0.000265,-2.041e-07
0.000269,-2.041e-07
0.0002725,-2.041e-07
0.0002765,-2.041e-07
0.00028,-2.041e-07
0.000284,-2.041e-07
0.000288,-2.041e-07
0.000292,-2.041e-07
0.000296,-2.041e-07
0.0003,-2.041e-07
0.0003045,-2.041e-07
0.0003085,-2.041e-07
0.000313,-2.041e-07
0.0003175,-2.041e-07
0.0003215,-2.041e-07
0.000326,-2.041e-07
0.000331,-2.041e-07
0.0003355,-2.041e-07
0.00034,-2.041e-07
0.000345,-2.041e-07
0.0003495,-2.041e-07
0.0003545,-2.041e-07
0.0003595,-2.041e-07
0.0003645,-2.041e-07
0.0003695,-2.041e-07
0.0003745,-2.041e-07
0.00038,-2.041e-07
0.000385,-2.041e-07
0.0003905,-2.041e-07
0.000396,-2.041e-07
